run_id,task_id,setup_id,flow_id,uploader,task_type,upload_time,error_message
568707,9956,2367,1724,1,TaskType.SUPERVISED_CLASSIFICATION,2016-04-28 18:15:21,
568792,9956,2369,1726,1,TaskType.SUPERVISED_CLASSIFICATION,2016-04-28 19:04:07,
568948,9956,2373,1730,1,TaskType.SUPERVISED_CLASSIFICATION,2016-04-28 21:24:10,
569245,9956,2869,2228,1,TaskType.SUPERVISED_CLASSIFICATION,2016-04-29 12:53:01,
569337,9956,2888,1721,1,TaskType.SUPERVISED_CLASSIFICATION,2016-04-29 18:38:21,
569419,9956,2889,1721,1,TaskType.SUPERVISED_CLASSIFICATION,2016-04-29 19:14:06,
569501,9956,6035,3568,1,TaskType.SUPERVISED_CLASSIFICATION,2016-04-29 19:54:17,
569583,9956,6036,3569,1,TaskType.SUPERVISED_CLASSIFICATION,2016-04-30 00:39:38,
569674,9956,6037,3548,1,TaskType.SUPERVISED_CLASSIFICATION,2016-04-30 11:00:26,
569761,9956,6038,3570,1,TaskType.SUPERVISED_CLASSIFICATION,2016-04-30 16:50:00,
569844,9956,6039,3571,1,TaskType.SUPERVISED_CLASSIFICATION,2016-04-30 20:08:31,
570012,9956,6041,3568,1,TaskType.SUPERVISED_CLASSIFICATION,2016-05-01 04:40:07,
570097,9956,6042,3568,1,TaskType.SUPERVISED_CLASSIFICATION,2016-05-01 08:29:26,
570180,9956,5602,1721,1,TaskType.SUPERVISED_CLASSIFICATION,2016-05-01 10:20:04,
570262,9956,6043,3568,1,TaskType.SUPERVISED_CLASSIFICATION,2016-05-01 11:53:57,
570347,9956,5613,1820,1,TaskType.SUPERVISED_CLASSIFICATION,2016-05-01 18:40:55,
570428,9956,5614,2267,1,TaskType.SUPERVISED_CLASSIFICATION,2016-05-01 21:24:49,
570578,9956,6045,3561,1,TaskType.SUPERVISED_CLASSIFICATION,2016-05-02 21:55:33,
570850,9956,6049,3554,1,TaskType.SUPERVISED_CLASSIFICATION,2016-05-03 10:25:38,
594608,9956,6410,4028,1,TaskType.SUPERVISED_CLASSIFICATION,2016-06-20 02:15:25,
1573537,9956,2381,1745,1,TaskType.SUPERVISED_CLASSIFICATION,2016-07-18 18:29:12,
1607933,9956,2903,2267,1,TaskType.SUPERVISED_CLASSIFICATION,2016-07-19 01:52:25,
1609022,9956,2361,1719,1,TaskType.SUPERVISED_CLASSIFICATION,2016-07-19 02:14:22,
1617305,9956,2371,1728,1,TaskType.SUPERVISED_CLASSIFICATION,2016-07-19 04:40:57,
1639502,9956,2381,1745,1,TaskType.SUPERVISED_CLASSIFICATION,2016-07-19 10:37:18,
1642258,9956,2903,2267,1,TaskType.SUPERVISED_CLASSIFICATION,2016-07-19 11:14:29,
1643348,9956,2361,1719,1,TaskType.SUPERVISED_CLASSIFICATION,2016-07-19 11:29:13,
1645381,9956,2371,1728,1,TaskType.SUPERVISED_CLASSIFICATION,2016-07-19 11:57:40,
1657298,9956,2367,1724,1,TaskType.SUPERVISED_CLASSIFICATION,2016-07-19 15:54:20,
1662745,9956,2360,1718,1,TaskType.SUPERVISED_CLASSIFICATION,2016-07-19 17:46:52,
1662878,9956,2368,1725,1,TaskType.SUPERVISED_CLASSIFICATION,2016-07-19 17:49:20,
1663859,9956,2370,1727,1,TaskType.SUPERVISED_CLASSIFICATION,2016-07-19 18:42:46,
1663940,9956,2489,1880,1,TaskType.SUPERVISED_CLASSIFICATION,2016-07-19 18:45:11,
1664064,9956,2505,1789,1,TaskType.SUPERVISED_CLASSIFICATION,2016-07-19 18:47:42,
1664369,9956,2660,2034,1,TaskType.SUPERVISED_CLASSIFICATION,2016-07-19 19:00:08,
1664410,9956,2656,2032,1,TaskType.SUPERVISED_CLASSIFICATION,2016-07-19 19:02:28,
1664473,9956,2874,2236,1,TaskType.SUPERVISED_CLASSIFICATION,2016-07-19 19:08:13,
1664651,9956,6352,3905,1,TaskType.SUPERVISED_CLASSIFICATION,2016-07-19 19:19:08,
1664966,9956,2882,2230,1,TaskType.SUPERVISED_CLASSIFICATION,2016-07-19 20:36:30,
1665154,9956,2887,2247,1,TaskType.SUPERVISED_CLASSIFICATION,2016-07-19 21:19:25,
1665279,9956,2890,2254,1,TaskType.SUPERVISED_CLASSIFICATION,2016-07-19 21:57:38,
1665379,9956,2891,2255,1,TaskType.SUPERVISED_CLASSIFICATION,2016-07-19 22:19:29,
1665553,9956,2893,2257,1,TaskType.SUPERVISED_CLASSIFICATION,2016-07-19 23:18:29,
1665643,9956,2894,2258,1,TaskType.SUPERVISED_CLASSIFICATION,2016-07-20 00:01:24,
1665770,9956,2895,2259,1,TaskType.SUPERVISED_CLASSIFICATION,2016-07-20 03:43:40,
1665810,9956,6250,3903,1,TaskType.SUPERVISED_CLASSIFICATION,2016-07-20 04:24:46,
1665905,9956,2897,2261,1,TaskType.SUPERVISED_CLASSIFICATION,2016-07-20 04:56:35,
1666024,9956,2898,2262,1,TaskType.SUPERVISED_CLASSIFICATION,2016-07-20 05:43:42,
1666198,9956,2900,2264,1,TaskType.SUPERVISED_CLASSIFICATION,2016-07-20 12:54:33,
1666301,9956,2906,2058,1,TaskType.SUPERVISED_CLASSIFICATION,2016-07-20 13:58:11,
1666384,9956,2907,2269,1,TaskType.SUPERVISED_CLASSIFICATION,2016-07-20 14:20:37,
1668134,9956,2908,2136,1,TaskType.SUPERVISED_CLASSIFICATION,2016-07-20 16:34:04,
1669302,9956,2909,2270,1,TaskType.SUPERVISED_CLASSIFICATION,2016-07-20 17:48:26,
1669398,9956,2911,2272,1,TaskType.SUPERVISED_CLASSIFICATION,2016-07-20 18:06:57,
