run_id,task_id,setup_id,flow_id,uploader,task_type,upload_time,error_message
10357211,11,8212692,16345,8323,TaskType.SUPERVISED_CLASSIFICATION,2019-08-21 16:34:20,
9123914,11,7056547,8353,1935,TaskType.SUPERVISED_CLASSIFICATION,2018-04-14 23:15:04,
10356491,11,8211973,16345,8323,TaskType.SUPERVISED_CLASSIFICATION,2019-08-21 16:20:40,
8838506,11,6813556,7707,1,TaskType.SUPERVISED_CLASSIFICATION,2018-01-25 17:03:27,
8809851,11,6784932,7707,1,TaskType.SUPERVISED_CLASSIFICATION,2018-01-23 03:36:53,
9652800,11,7582186,8817,6892,TaskType.SUPERVISED_CLASSIFICATION,2018-10-20 17:13:26,
8903532,11,6841259,8317,1935,TaskType.SUPERVISED_CLASSIFICATION,2018-03-29 18:59:24,
10403378,11,8241146,16360,1,TaskType.SUPERVISED_CLASSIFICATION,2019-09-17 03:02:22,
9745515,11,7674901,8817,6892,TaskType.SUPERVISED_CLASSIFICATION,2018-10-21 17:23:32,
10353617,11,8209106,16345,8323,TaskType.SUPERVISED_CLASSIFICATION,2019-08-21 15:22:23,
9674334,11,7603720,8817,6892,TaskType.SUPERVISED_CLASSIFICATION,2018-10-20 19:36:15,
2289214,11,371506,5907,1856,TaskType.SUPERVISED_CLASSIFICATION,2017-05-20 14:17:18,
9653442,11,7582828,8817,6892,TaskType.SUPERVISED_CLASSIFICATION,2018-10-20 17:14:30,
1985166,11,138751,5983,1104,TaskType.SUPERVISED_CLASSIFICATION,2017-04-05 12:39:22,
9743745,11,7673131,8817,6892,TaskType.SUPERVISED_CLASSIFICATION,2018-10-21 17:10:56,
10355198,11,8210683,16345,8323,TaskType.SUPERVISED_CLASSIFICATION,2019-08-21 15:46:57,
6049596,11,4084249,6952,1,TaskType.SUPERVISED_CLASSIFICATION,2017-07-27 22:42:45,
9126694,11,7059318,8353,1935,TaskType.SUPERVISED_CLASSIFICATION,2018-04-15 00:11:49,
10390535,11,8231706,16345,8323,TaskType.SUPERVISED_CLASSIFICATION,2019-08-27 01:43:43,
8903477,11,6841206,8317,1935,TaskType.SUPERVISED_CLASSIFICATION,2018-03-29 18:56:57,
9669297,11,7598683,8817,6892,TaskType.SUPERVISED_CLASSIFICATION,2018-10-20 18:44:14,
9664269,11,7593655,8817,6892,TaskType.SUPERVISED_CLASSIFICATION,2018-10-20 18:01:53,
8903509,11,6841236,8317,1935,TaskType.SUPERVISED_CLASSIFICATION,2018-03-29 18:58:27,
8835299,11,6810349,7707,1,TaskType.SUPERVISED_CLASSIFICATION,2018-01-25 15:15:45,
8811346,11,6786396,7707,1,TaskType.SUPERVISED_CLASSIFICATION,2018-01-23 10:30:20,
8726501,11,6703713,7707,1,TaskType.SUPERVISED_CLASSIFICATION,2017-12-29 14:02:51,
10355569,11,8211054,16345,8323,TaskType.SUPERVISED_CLASSIFICATION,2019-08-21 15:59:03,
9634334,11,7563720,8817,6892,TaskType.SUPERVISED_CLASSIFICATION,2018-10-20 07:37:47,
9681601,11,7610987,8817,6892,TaskType.SUPERVISED_CLASSIFICATION,2018-10-20 21:32:03,
10418990,11,8255563,16345,8323,TaskType.SUPERVISED_CLASSIFICATION,2019-12-03 22:24:48,
10390479,11,8231677,16345,8323,TaskType.SUPERVISED_CLASSIFICATION,2019-08-27 01:42:13,
9776379,11,7705765,8817,6892,TaskType.SUPERVISED_CLASSIFICATION,2018-10-22 03:17:06,
10419698,11,8255714,16345,8323,TaskType.SUPERVISED_CLASSIFICATION,2019-12-03 22:47:12,
9721390,11,7650776,8817,6892,TaskType.SUPERVISED_CLASSIFICATION,2018-10-21 12:49:29,
10390522,11,8231699,16345,8323,TaskType.SUPERVISED_CLASSIFICATION,2019-08-27 01:43:21,
8963160,11,6898757,8330,1,TaskType.SUPERVISED_CLASSIFICATION,2018-04-07 16:37:42,
8743668,11,6720072,7707,1,TaskType.SUPERVISED_CLASSIFICATION,2017-12-30 02:23:17,
9806776,11,7736162,8817,6892,TaskType.SUPERVISED_CLASSIFICATION,2018-10-22 09:59:31,
10419917,11,8255682,16345,8323,TaskType.SUPERVISED_CLASSIFICATION,2019-12-03 22:52:21,
9837857,11,7767243,8817,6892,TaskType.SUPERVISED_CLASSIFICATION,2018-10-22 16:29:37,
10356782,11,8212264,16345,8323,TaskType.SUPERVISED_CLASSIFICATION,2019-08-21 16:26:54,
10356636,11,8212118,16345,8323,TaskType.SUPERVISED_CLASSIFICATION,2019-08-21 16:24:01,
8903923,11,6841643,8317,1935,TaskType.SUPERVISED_CLASSIFICATION,2018-03-29 19:16:11,
8741546,11,6718034,7707,1,TaskType.SUPERVISED_CLASSIFICATION,2017-12-29 23:34:00,
6014505,11,4049194,6952,1,TaskType.SUPERVISED_CLASSIFICATION,2017-07-18 03:10:49,
10419059,11,8255618,16345,8323,TaskType.SUPERVISED_CLASSIFICATION,2019-12-03 22:26:24,
6123536,11,4157646,6952,1,TaskType.SUPERVISED_CLASSIFICATION,2017-08-19 09:03:24,
8903370,11,6841099,8317,1935,TaskType.SUPERVISED_CLASSIFICATION,2018-03-29 18:52:01,
9124580,11,7057208,8353,1935,TaskType.SUPERVISED_CLASSIFICATION,2018-04-14 23:28:37,
8991606,11,6927161,8330,1,TaskType.SUPERVISED_CLASSIFICATION,2018-04-08 21:46:47,
